0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000056e-01,5.000000000000000278e-02,2.999999999999999889e-02
2.000000000000000111e-01,1.000000000000000056e-01,5.901900000000000202e-02
3.000000000000000444e-01,1.500000000000000222e-01,8.705699999999999550e-02
4.000000000000000222e-01,2.000000000000000111e-01,1.141139999999999932e-01
5.000000000000000000e-01,2.500000000000000000e-01,1.401899999999999813e-01
5.999999999999999778e-01,2.999999999999999889e-01,1.652849999999999875e-01
6.999999999999999556e-01,3.499999999999999778e-01,1.893989999999999840e-01
7.999999999999999334e-01,3.999999999999999667e-01,2.125319999999999709e-01
8.999999999999999112e-01,4.499999999999999556e-01,2.346839999999999760e-01
9.999999999999998890e-01,4.999999999999999445e-01,2.558549999999999436e-01
1.099999999999999867e+00,5.499999999999999334e-01,2.760449999999999293e-01
1.199999999999999956e+00,5.999999999999999778e-01,2.952539999999999054e-01
1.300000000000000044e+00,6.500000000000000222e-01,3.134819999999998719e-01
1.400000000000000133e+00,7.000000000000000666e-01,3.307289999999998842e-01
1.500000000000000222e+00,7.500000000000001110e-01,3.469949999999998869e-01
1.600000000000000311e+00,8.000000000000001554e-01,3.622799999999998799e-01
1.700000000000000400e+00,8.500000000000001998e-01,3.765839999999998633e-01
1.800000000000000488e+00,9.000000000000002442e-01,3.899069999999998370e-01
1.900000000000000577e+00,9.500000000000002887e-01,4.022489999999998012e-01
2.000000000000000444e+00,1.000000000000000222e+00,4.136099999999998111e-01
2.100000000000000533e+00,1.050000000000000266e+00,4.239899999999998115e-01
2.200000000000000622e+00,1.100000000000000311e+00,4.333889999999998022e-01
2.300000000000000711e+00,1.150000000000000355e+00,4.418069999999997832e-01
2.400000000000000799e+00,1.200000000000000400e+00,4.492439999999997546e-01
2.500000000000000888e+00,1.250000000000000444e+00,4.556999999999997164e-01
2.600000000000000977e+00,1.300000000000000488e+00,4.611749999999997240e-01
2.700000000000001066e+00,1.350000000000000533e+00,4.656689999999997220e-01
2.800000000000001155e+00,1.400000000000000577e+00,4.691819999999997104e-01
2.900000000000001243e+00,1.450000000000000622e+00,4.717139999999996891e-01
3.000000000000001332e+00,1.500000000000000666e+00,4.732649999999996582e-01
3.100000000000001421e+00,1.550000000000000711e+00,4.738349999999996176e-01
3.200000000000001510e+00,1.600000000000000755e+00,4.734239999999996229e-01
3.300000000000001599e+00,1.650000000000000799e+00,4.720319999999996186e-01
3.400000000000001688e+00,1.700000000000000844e+00,4.696589999999996046e-01
3.500000000000001776e+00,1.750000000000000888e+00,4.663049999999995809e-01
3.600000000000001865e+00,1.800000000000000933e+00,4.619699999999995477e-01
3.700000000000001954e+00,1.850000000000000977e+00,4.566539999999995603e-01
3.800000000000002043e+00,1.900000000000001021e+00,4.503569999999995632e-01
3.900000000000002132e+00,1.950000000000001066e+00,4.430789999999995565e-01
4.000000000000001776e+00,2.000000000000000888e+00,4.348199999999995402e-01
4.100000000000001421e+00,2.050000000000000711e+00,4.255799999999995142e-01
4.200000000000001066e+00,2.100000000000000533e+00,4.153589999999994786e-01
4.300000000000000711e+00,2.150000000000000355e+00,4.041569999999994889e-01
4.400000000000000355e+00,2.200000000000000178e+00,3.919739999999994895e-01
4.500000000000000000e+00,2.250000000000000000e+00,3.788099999999994805e-01
4.599999999999999645e+00,2.299999999999999822e+00,3.646649999999994618e-01
4.699999999999999289e+00,2.349999999999999645e+00,3.495389999999994335e-01
4.799999999999998934e+00,2.399999999999999467e+00,3.334319999999993955e-01
4.899999999999998579e+00,2.449999999999999289e+00,3.163439999999994034e-01
4.999999999999998224e+00,2.499999999999999112e+00,2.982749999999994017e-01
5.099999999999997868e+00,2.549999999999998934e+00,2.792249999999993904e-01
5.199999999999997513e+00,2.599999999999998757e+00,2.591939999999993693e-01
5.299999999999997158e+00,2.649999999999998579e+00,2.381819999999993387e-01
5.399999999999996803e+00,2.699999999999998401e+00,2.161889999999993262e-01
5.499999999999996447e+00,2.749999999999998224e+00,1.932149999999993040e-01
5.599999999999996092e+00,2.799999999999998046e+00,1.692599999999992721e-01
5.699999999999995737e+00,2.849999999999997868e+00,1.443239999999992584e-01
5.799999999999995381e+00,2.899999999999997691e+00,1.184069999999992351e-01
5.899999999999995026e+00,2.949999999999997513e+00,9.150899999999920209e-02
5.999999999999994671e+00,2.999999999999997335e+00,6.362999999999917333e-02
6.099999999999994316e+00,3.049999999999997158e+00,3.476999999999914881e-02
6.199999999999993960e+00,3.099999999999996980e+00,4.928999999999118115e-03
6.299999999999993605e+00,3.149999999999996803e+00,-2.589300000000091181e-02
